keyword_id,keyword_text,tool_slug,tool_name_en,category_code,market_code,country_name_en,locale,research_wave,search_intent,page_type,candidate_status,localization_status,heuristic_score,heuristic_priority,metric_provider,metric_collected_at,monthly_search_volume,cpc_micros,ads_competition,ads_competition_index,seo_difficulty,trend_index,metric_status
45,générateur de facture sans inscription,invoice-generator,Invoice Generator,business_finance,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,91.4,P0,,,,,,,,,
83,สร้างใบแจ้งหนี้ ออนไลน์,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,91.4,P0,,,,,,,,,
85,สร้างใบแจ้งหนี้ ไม่ต้องสมัคร,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,91.4,P0,,,,,,,,,
93,online fatura oluşturucu,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,91.4,P0,,,,,,,,,
95,üyeliksiz fatura oluşturucu,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,91.4,P0,,,,,,,,,
10,como usar gerador de faturas,invoice-generator,Invoice Generator,business_finance,BR,Brazil,pt-BR,1,informational,guide,editor_reviewed,serp_verified,91.2,P0,,,,,,,,,
66,cara generator invoice,invoice-generator,Invoice Generator,business_finance,ID,Indonesia,id-ID,1,informational,guide,editor_reviewed,serp_verified,91.2,P0,,,,,,,,,
19,請求書 作成 使い方,invoice-generator,Invoice Generator,business_finance,JP,Japan,ja-JP,1,informational,guide,editor_reviewed,serp_verified,91.2,P0,,,,,,,,,
29,인보이스 생성기 사용법,invoice-generator,Invoice Generator,business_finance,KR,South Korea,ko-KR,1,informational,guide,editor_reviewed,serp_verified,91.2,P0,,,,,,,,,
80,cách tạo hóa đơn,invoice-generator,Invoice Generator,business_finance,VN,Vietnam,vi-VN,1,informational,guide,editor_reviewed,serp_verified,91.2,P0,,,,,,,,,
403,gerador de QR Code online,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
405,gerador de QR Code sem cadastro,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
463,generator kode QR online,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
465,generator kode QR tanpa daftar,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
414,QRコード 作成 オンライン,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
416,QRコード 作成 登録不要,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
424,QR 코드 생성기 온라인,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
426,QR 코드 생성기 회원가입 없이,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
473,tạo mã QR online,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
475,tạo mã QR không cần đăng ký,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
31,Rechnung erstellen,invoice-generator,Invoice Generator,business_finance,DE,Germany,de-DE,2,transactional,tool_core,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
32,Rechnung erstellen kostenlos,invoice-generator,Invoice Generator,business_finance,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
35,Rechnung erstellen kostenlos online,invoice-generator,Invoice Generator,business_finance,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
37,Rechnung erstellen im Browser,invoice-generator,Invoice Generator,business_finance,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
38,einfach Rechnung erstellen,invoice-generator,Invoice Generator,business_finance,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
39,Rechnung erstellen mobil,invoice-generator,Invoice Generator,business_finance,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
40,Rechnung erstellen Tool,invoice-generator,Invoice Generator,business_finance,DE,Germany,de-DE,2,commercial,comparison,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
51,generador de facturas,invoice-generator,Invoice Generator,business_finance,ES,Spain,es-ES,2,transactional,tool_core,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
52,generador de facturas gratis,invoice-generator,Invoice Generator,business_finance,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
54,generador de facturas gratis online,invoice-generator,Invoice Generator,business_finance,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
56,herramienta generador de facturas,invoice-generator,Invoice Generator,business_finance,ES,Spain,es-ES,2,commercial,comparison,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
57,generador de facturas fácil,invoice-generator,Invoice Generator,business_finance,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
58,generador de facturas rápido,invoice-generator,Invoice Generator,business_finance,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
59,generador de facturas móvil,invoice-generator,Invoice Generator,business_finance,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
60,mejor generador de facturas,invoice-generator,Invoice Generator,business_finance,ES,Spain,es-ES,2,commercial,comparison,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
41,générateur de facture,invoice-generator,Invoice Generator,business_finance,FR,France,fr-FR,2,transactional,tool_core,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
42,générateur de facture gratuit,invoice-generator,Invoice Generator,business_finance,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
44,générateur de facture gratuit en ligne,invoice-generator,Invoice Generator,business_finance,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
46,outil générateur de facture,invoice-generator,Invoice Generator,business_finance,FR,France,fr-FR,2,commercial,comparison,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
47,générateur de facture facile,invoice-generator,Invoice Generator,business_finance,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
48,générateur de facture rapide,invoice-generator,Invoice Generator,business_finance,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
49,générateur de facture mobile,invoice-generator,Invoice Generator,business_finance,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
50,meilleur générateur de facture,invoice-generator,Invoice Generator,business_finance,FR,France,fr-FR,2,commercial,comparison,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
81,สร้างใบแจ้งหนี้,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,transactional,tool_core,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
82,สร้างใบแจ้งหนี้ ฟรี,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
84,สร้างใบแจ้งหนี้ ฟรี ออนไลน์,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
86,เครื่องมือ สร้างใบแจ้งหนี้,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,commercial,comparison,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
87,สร้างใบแจ้งหนี้ ง่ายๆ,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
88,สร้างใบแจ้งหนี้ รวดเร็ว,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
89,สร้างใบแจ้งหนี้ บนมือถือ,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
91,fatura oluşturucu,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,transactional,tool_core,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
92,ücretsiz fatura oluşturucu,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
94,ücretsiz online fatura oluşturucu,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
96,fatura oluşturucu aracı,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,commercial,comparison,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
97,kolay fatura oluşturucu,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
98,hızlı fatura oluşturucu,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
99,mobil fatura oluşturucu,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,90.4,P0,,,,,,,,,
401,gerador de QR Code,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
404,gerador de QR Code grátis online,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
406,melhor gerador de QR Code,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
407,gerador de QR Code rápido,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
408,gerador de QR Code fácil,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
409,gerador de QR Code para celular,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
461,generator kode QR,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
462,generator kode QR gratis,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
464,generator kode QR gratis online,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
467,aplikasi generator kode QR,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
468,generator kode QR cepat,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
469,generator kode QR mudah,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
470,generator kode QR di HP,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
411,QRコード 作成,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
412,QRコード 作成 無料,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
415,QRコード 作成 ブラウザ,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
417,QRコード 作成 スマホ,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
418,簡単 QRコード 作成,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
420,おすすめ QRコード 作成,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
421,QR 코드 생성기,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
422,무료 QR 코드 생성기,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
425,QR 코드 생성기 사이트,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
427,QR 코드 생성기 모바일,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
428,간편 QR 코드 생성기,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
430,추천 QR 코드 생성기,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
471,tạo mã QR,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
472,tạo mã QR miễn phí,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
474,tạo mã QR miễn phí online,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
476,công cụ tạo mã QR,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
477,tạo mã QR nhanh,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
478,tạo mã QR dễ dùng,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
479,tạo mã QR trên điện thoại,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
33,kostenlos Rechnung erstellen,invoice-generator,Invoice Generator,business_finance,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,89.4,P0,,,,,,,,,
402,gerador de QR Code grátis,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,89.0,P0,,,,,,,,,
413,無料 QRコード 作成,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,89.0,P0,,,,,,,,,
423,QR 코드 생성기 무료,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,89.0,P0,,,,,,,,,
90,วิธี สร้างใบแจ้งหนี้,invoice-generator,Invoice Generator,business_finance,TH,Thailand,th-TH,2,informational,guide,editor_reviewed,editor_reviewed,88.4,P0,,,,,,,,,
100,fatura oluşturucu nasıl yapılır,invoice-generator,Invoice Generator,business_finance,TR,Turkey,tr-TR,2,informational,guide,editor_reviewed,editor_reviewed,88.4,P0,,,,,,,,,
434,QR-Code erstellen online,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
436,QR-Code erstellen ohne Anmeldung,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
453,generador de código QR online,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
455,generador de código QR sin registro,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
443,générateur de QR code en ligne,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
