keyword_id,keyword_text,tool_slug,tool_name_en,category_code,market_code,country_name_en,locale,research_wave,search_intent,page_type,candidate_status,localization_status,heuristic_score,heuristic_priority,metric_provider,metric_collected_at,monthly_search_volume,cpc_micros,ads_competition,ads_competition_index,seo_difficulty,trend_index,metric_status
405,gerador de QR Code sem cadastro,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
463,generator kode QR online,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
465,generator kode QR tanpa daftar,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
414,QRコード 作成 オンライン,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
416,QRコード 作成 登録不要,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
424,QR 코드 생성기 온라인,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
426,QR 코드 생성기 회원가입 없이,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
473,tạo mã QR online,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
475,tạo mã QR không cần đăng ký,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,91.0,P0,,,,,,,,,
401,gerador de QR Code,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
404,gerador de QR Code grátis online,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
406,melhor gerador de QR Code,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
407,gerador de QR Code rápido,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
408,gerador de QR Code fácil,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
409,gerador de QR Code para celular,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
461,generator kode QR,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
462,generator kode QR gratis,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
464,generator kode QR gratis online,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
467,aplikasi generator kode QR,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
468,generator kode QR cepat,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
469,generator kode QR mudah,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
470,generator kode QR di HP,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
411,QRコード 作成,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
412,QRコード 作成 無料,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
415,QRコード 作成 ブラウザ,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
417,QRコード 作成 スマホ,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
418,簡単 QRコード 作成,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
420,おすすめ QRコード 作成,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
421,QR 코드 생성기,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
422,무료 QR 코드 생성기,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
425,QR 코드 생성기 사이트,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
427,QR 코드 생성기 모바일,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
428,간편 QR 코드 생성기,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
430,추천 QR 코드 생성기,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
471,tạo mã QR,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_core,serp_verified,serp_verified,90.0,P0,,,,,,,,,
472,tạo mã QR miễn phí,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
474,tạo mã QR miễn phí online,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
476,công cụ tạo mã QR,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,commercial,comparison,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
477,tạo mã QR nhanh,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
478,tạo mã QR dễ dùng,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
479,tạo mã QR trên điện thoại,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,90.0,P0,,,,,,,,,
402,gerador de QR Code grátis,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,89.0,P0,,,,,,,,,
413,無料 QRコード 作成,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,89.0,P0,,,,,,,,,
423,QR 코드 생성기 무료,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,89.0,P0,,,,,,,,,
410,como usar gerador de QR Code,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
466,cara generator kode QR,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
419,QRコード 作成 使い方,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
429,QR 코드 생성기 사용법,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
480,cách tạo mã QR,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
703,criador de currículo online,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
705,criador de currículo sem cadastro,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
763,pembuat CV online,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
765,pembuat CV tanpa daftar,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
714,履歴書 作成 オンライン,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
716,履歴書 作成 登録不要,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
724,이력서 작성 온라인,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
726,이력서 작성 회원가입 없이,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
773,tạo CV online,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
775,tạo CV không cần đăng ký,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
701,criador de currículo,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
704,criador de currículo grátis online,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
706,melhor criador de currículo,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
707,criador de currículo rápido,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
708,criador de currículo fácil,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
709,criador de currículo para celular,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
761,pembuat CV,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
762,pembuat CV gratis,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
764,pembuat CV gratis online,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
767,aplikasi pembuat CV,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
768,pembuat CV cepat,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
769,pembuat CV mudah,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
770,pembuat CV di HP,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
711,履歴書 作成,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
712,履歴書 作成 無料,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
715,履歴書 作成 ブラウザ,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
717,履歴書 作成 スマホ,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
718,簡単 履歴書 作成,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
720,おすすめ 履歴書 作成,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
721,이력서 작성,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
722,무료 이력서 작성,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
725,이력서 작성 사이트,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
727,이력서 작성 모바일,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
728,간편 이력서 작성,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
730,추천 이력서 작성,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
771,tạo CV,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
772,tạo CV miễn phí,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
774,tạo CV miễn phí online,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
776,công cụ tạo CV,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
777,tạo CV nhanh,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
778,tạo CV dễ dùng,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
779,tạo CV trên điện thoại,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
603,gerador de link WhatsApp online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.0,P0,,,,,,,,,
605,gerador de link WhatsApp sem cadastro,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.0,P0,,,,,,,,,
663,buat link WhatsApp online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.0,P0,,,,,,,,,
665,buat link WhatsApp tanpa daftar,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.0,P0,,,,,,,,,
614,WhatsApp リンク 作成 オンライン,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
616,WhatsApp リンク 作成 登録不要,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
624,WhatsApp 링크 생성 온라인,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
626,WhatsApp 링크 생성 회원가입 없이,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
673,tạo link WhatsApp online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
675,tạo link WhatsApp không cần đăng ký,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
